title,content_type,year,certificate,duration,genre,rating,votes
Berserk: The Golden Age Arc III - The Advent,Movie,2013,Not Rated,110,"Animation, Action, Adventure",7.8,10365
Freelancers,Movie,2012,R,96,"Action, Crime, Drama",4.6,10318
Louis C.K. 2017,TV Show,2017,TV-MA,74,Comedy,7.6,10306
Love Aaj Kal,Unknown,2020,,142,"Drama, Romance",4.7,10304
Start-Up,TV Show,2020,TV-14,80,"Comedy, Drama, Romance",8.0,10280
That Time I Got Reincarnated as a Slime,TV Show,2018,TV-PG,25,"Animation, Action, Adventure",8.2,10271
I Still See You,Movie,2018,PG-13,98,"Fantasy, Horror, Sci-Fi",5.8,10264
Finding 'Ohana,Movie,2021,PG,123,"Action, Adventure, Comedy",6.1,10225
A Whisker Away,TV Show,2020,TV-PG,104,"Animation, Adventure, Drama",6.7,10216
Cadaver,TV Show,2020,TV-MA,86,"Drama, Horror, Thriller",5.2,10199
Through My Window,TV Show,2022,TV-MA,116,"Comedy, Drama, Romance",5.4,10198
Roohi,Unknown,2021,,134,"Comedy, Horror",4.3,10189
Jinn,TV Show,2019,TV-14,30,"Drama, Fantasy, Horror",3.4,10184
The Holiday Calendar,TV Show,2018,TV-PG,95,"Comedy, Drama, Fantasy",5.7,10178
Keep Breathing,TV Show,2022,TV-MA,209,"Adventure, Drama, Thriller",5.2,10156
Mushoku Tensei: Jobless Reincarnation,TV Show,2021,TV-14,24,"Animation, Action, Adventure",8.4,10155
Dave Chappelle: The Bird Revelation,TV Show,2017,TV-MA,49,Comedy,7.8,10143
Ouran High School Host Club,TV Show,2006,TV-14,24,"Animation, Comedy, Romance",8.2,10124
Beastars,TV Show,2019,TV-MA,23,"Animation, Crime, Drama",7.7,10086
Fabulous Lives of Bollywood Wives,TV Show,2020,TV-MA,35,"Documentary, Reality-TV, Romance",4.6,10077
Darling in the Franxx,TV Show,2018,TV-14,24,"Animation, Action, Drama",7.4,10062
Vampires vs. the Bronx,Movie,2020,PG-13,85,"Comedy, Horror",5.7,10046
Julie and the Phantoms,TV Show,2020,TV-G,,"Adventure, Comedy, Drama",8.4,10039
A Twelve-Year Night,TV Show,2018,TV-MA,122,"Adventure, Biography, Crime",7.5,10022
Next Door,Movie,2005,Unrated,75,"Horror, Mystery, Thriller",6.4,10015
Love & Anarchy,TV Show,2020,TV-MA,30,"Comedy, Drama, Romance",7.4,9989
Amy Schumer: The Leather Special,TV Show,2017,TV-MA,57,Comedy,3.1,9988
Sergio,Movie,2020,R,118,"Biography, Drama, History",6.2,9960
A California Christmas,Movie,2020,PG-13,106,"Comedy, Drama, Romance",5.8,9930
Radio Rebel,TV Show,2012,TV-G,85,"Comedy, Drama, Family",5.8,9915
Divines,Unknown,2016,,105,"Crime, Drama",7.4,9912
The Office Blind Date,TV Show,2022,TV-14,60,"Comedy, Drama, Romance",8.1,9892
The Admiral,TV Show,2015,TV-PG,151,"Action, Biography, Drama",7.0,9848
Requiem for the American Dream,Movie,2015,Not Rated,73,"Documentary, Biography, News",8.1,9838
Biohackers,TV Show,2020,TV-MA,44,"Drama, Sci-Fi, Thriller",6.8,9835
Unsolved Mysteries,TV Show,2020,TV-MA,45,"Documentary, Crime, Mystery",7.3,9832
Annaatthe,Unknown,2021,,163,"Action, Comedy, Drama",4.0,9826
Cuckoo,TV Show,2012,TV-14,30,Comedy,7.2,9807
Devil in Ohio,TV Show,2022,TV-MA,356,"Drama, Horror, Mystery",5.9,9773
Irreplaceable You,TV Show,2018,TV-MA,96,"Comedy, Drama, Romance",6.4,9740
Underdogs,Movie,2013,PG,85,"Animation, Adventure, Family",6.4,9713
Lost Bullet,TV Show,2020,TV-MA,92,"Action, Crime, Thriller",6.3,9690
2067,Movie,2020,Not Rated,114,"Mystery, Sci-Fi",4.9,9683
Puella Magi Madoka Magica,TV Show,2011,TV-14,24,"Animation, Drama, Fantasy",8.2,9674
The Ripper,TV Show,2020,TV-MA,195,"Documentary, Crime",7.1,9637
Mind Game,Unknown,2004,,103,"Animation, Adventure, Comedy",7.7,9635
New Kids Nitro,Unknown,2011,,74,"Action, Comedy",5.9,9635
Damsels in Distress,Movie,2011,PG-13,99,"Comedy, Drama, Romance",5.8,9633
The Resistance Banker,TV Show,2018,TV-MA,123,"Biography, Drama, War",6.9,9583
Truth or Die,Movie,2012,Not Rated,96,"Horror, Mystery",5.6,9562
Kevin Hart: What Now?,Movie,2016,R,96,"Documentary, Comedy",5.9,9557
Extraordinary Attorney Woo,TV Show,2022,TV-14,75,Drama,8.9,9538
Turning Point: 9/11 and the War on Terror,TV Show,2021,TV-14,312,"Documentary, History, War",8.0,9520
Stateless,TV Show,2020,TV-MA,316,Drama,7.5,9520
The Pentaverate,TV Show,2022,TV-MA,160,Comedy,6.1,9498
Atlantics,TV Show,2019,TV-14,106,"Drama, Mystery, Romance",6.7,9492
The Poison Rose,Movie,2019,R,98,"Crime, Mystery, Thriller",4.7,9475
Precious Cargo,Movie,2016,R,90,"Action, Comedy, Thriller",4.6,9467
Pagglait,TV Show,2021,TV-14,114,"Comedy, Drama",6.9,9446
Win It All,TV Show,2017,TV-MA,88,Comedy,6.2,9400
Tiny Pretty Things,TV Show,2020,TV-MA,60,"Drama, Mystery, Thriller",5.9,9392
On My Skin: The Last Seven Days of Stefano Cucchi,TV Show,2018,TV-MA,100,"Biography, Drama",7.3,9389
Echoes,TV Show,2022,TV-MA,326,"Drama, Mystery, Thriller",5.9,9380
Clark,TV Show,2022,TV-MA,362,"Action, Comedy, Crime",7.4,9365
Jaadugar,TV Show,2022,TV-14,167,"Comedy, Drama, Fantasy",7.0,9354
Ravenous,TV Show,2017,TV-MA,104,"Action, Adventure, Drama",5.8,9349
Dirty Money,TV Show,2018,TV-14,60,"Documentary, Crime",8.1,9307
Aranyak,TV Show,2021,TV-MA,48,"Crime, Drama, Mystery",7.8,9298
The War of the Worlds,TV Show,2019,TV-14,48,"Drama, History, Sci-Fi",5.1,9281
Nappily Ever After,TV Show,2018,TV-MA,98,"Comedy, Drama, Romance",6.4,9274
The Royal Treatment,TV Show,2022,TV-PG,96,"Comedy, Family, Romance",5.2,9262
Zoe,Movie,2018,R,104,"Romance, Sci-Fi",6.0,9258
Chatroom,Movie,2010,R,97,"Drama, Horror, Thriller",5.4,9248
Chernobyl: Abyss,Unknown,2021,,136,"Drama, History, Romance",5.1,9227
Secuestro,Unknown,2016,,105,"Crime, Drama, Mystery",6.4,9223
The Confession Killer,TV Show,2019,TV-14,240,"Documentary, Crime",7.4,9222
Explained,TV Show,2018,TV-MA,18,Documentary,8.0,9221
The Mess You Leave Behind,TV Show,2020,TV-MA,56,"Crime, Drama, Mystery",6.7,9221
Middle School: The Worst Years of My Life,Movie,2016,PG,92,"Animation, Comedy, Family",6.0,9209
Satan's Slaves,Movie,2017,Not Rated,107,"Drama, Horror, Mystery",6.5,9183
A Vigilante,Movie,2018,R,91,"Crime, Drama, Mystery",5.7,9163
Tomorrow,TV Show,2022,TV-14,60,"Action, Comedy, Drama",7.8,9161
Steins;Gate 0,TV Show,2018,TV-14,30,"Animation, Drama, Mystery",8.4,9123
King Cobra,Movie,2016,Not Rated,91,"Crime, Drama",5.6,9115
Betaal,TV Show,2020,TV-MA,46,"Action, Horror, Thriller",5.4,9106
The Legacy of the Bones,TV Show,2019,TV-MA,121,"Crime, Thriller",6.3,9085
Kevin Hart: Let Me Explain,Movie,2013,R,75,"Documentary, Comedy",6.6,9080
The Square,Movie,2013,Not Rated,95,"Documentary, Drama, History",8.0,9074
Afterlife of the Party,TV Show,2021,TV-PG,109,"Comedy, Drama, Fantasy",5.8,9071
The Little Mermaid,Movie,2018,PG,85,"Adventure, Drama, Fantasy",4.2,9050
Perfume,TV Show,2018,TV-MA,45,"Drama, Thriller",7.0,9042
Hotel Del Luna,Unknown,2019,,80,"Action, Comedy, Drama",8.1,9013
"Oh, Ramona!",Unknown,2019,,109,"Comedy, Romance",4.8,9010
The Dirty Dutch,Unknown,2016,,77,Comedy,6.1,9003
Leila,Unknown,2019,,48,"Drama, Sci-Fi",4.9,8998
Hit & Run,TV Show,2021,TV-MA,,"Action, Crime, Drama",7.0,8950
Acrimony,Movie,2018,R,120,"Horror, Romance, Thriller",5.8,8922
El Camino Christmas,TV Show,2017,TV-MA,89,"Comedy, Crime, Western",5.7,8918
Greatest Events of WWII in Colour,Unknown,2019,,50,"Documentary, History, War",8.7,8906
One Of Us Is Lying,TV Show,2021,TV-MA,50,"Crime, Drama, Mystery",6.8,8906
Ray,TV Show,2021,TV-14,65,"Crime, Drama, Thriller",7.1,8895
Valley of the Dolls,Movie,1967,PG-13,123,"Drama, Music, Romance",6.0,8882
The Decline,TV Show,2020,TV-MA,83,"Action, Thriller",6.0,8881
How to Become a Tyrant,TV Show,2021,TV-14,,"Documentary, Biography, History",7.4,8866
Concrete Cowboy,Movie,2020,R,111,"Drama, Western",6.3,8843
Into the Inferno,Unknown,2016,,104,Documentary,7.2,8834
Rurouni Kenshin: Final Chapter Part I - The Final,TV Show,2021,TV-MA,138,"Action, Drama",7.2,8828
Nightbooks,TV Show,2021,TV-PG,103,"Family, Fantasy, Horror",5.7,8827
Paranoid,Unknown,2016,,45,"Crime, Drama, Mystery",6.6,8807
Initial D,TV Show,2005,TV-PG,107,"Action, Comedy, Drama",6.3,8806
The Sky Is Pink,Unknown,2019,,143,"Drama, Romance",7.6,8796
Rogue City,TV Show,2020,TV-MA,116,"Action, Crime, Drama",6.1,8789
What Keeps You Alive,Movie,2018,R,98,"Horror, Thriller",5.7,8784
The Sons of Sam: A Descent into Darkness,TV Show,2021,TV-MA,239,"Documentary, Crime, History",7.0,8781
Snabba Cash,TV Show,2021,TV-MA,52,"Action, Crime, Drama",7.6,8775
"Fat, Sick & Nearly Dead",Movie,2010,Not Rated,97,Documentary,7.5,8765
Wet Hot American Summer: Ten Years Later,TV Show,2017,TV-MA,216,Comedy,6.9,8763
Rattlesnake,TV Show,2019,TV-MA,85,"Drama, Horror, Mystery",4.6,8760
World Without End,TV Show,2012,TV-MA,374,"Drama, History, Romance",6.9,8747
Born to Be Blue,Movie,2015,R,97,"Biography, Comedy, Drama",6.8,8725
High Flying Bird,TV Show,2019,TV-MA,90,"Drama, Sport",6.2,8696
The Mercy,Movie,2018,Not Rated,112,"Adventure, Biography, Drama",6.0,8688
Sextuplets,TV Show,2019,TV-14,97,Comedy,4.4,8687
John Mulaney: The Comeback Kid,TV Show,2015,TV-MA,62,Comedy,7.9,8663
The Scorpion King 3: Battle for Redemption,Movie,2012,PG-13,105,"Action, Fantasy",3.7,8657
Der Wixxer,Unknown,2004,,85,"Comedy, Crime, Mystery",6.2,8652
Godzilla: Planet of the Monsters,TV Show,2017,TV-14,89,"Animation, Action, Adventure",6.0,8649
The Last Mercenary,TV Show,2021,TV-MA,110,"Action, Adventure, Comedy",5.3,8638
Sightless,Movie,2020,Unrated,89,"Drama, Thriller",5.5,8629
Yu-Gi-Oh!: The Movie - Pyramid of Light,Movie,2004,PG,90,"Animation, Action, Adventure",4.9,8621
Dorohedoro,TV Show,2020,TV-MA,25,"Animation, Action, Comedy",8.1,8619
Chambers,TV Show,2019,TV-MA,60,"Drama, Fantasy, Horror",6.4,8615
The Billion Dollar Code,TV Show,2021,TV-MA,267,"Biography, Crime, Drama",8.0,8579
Fatma,TV Show,2021,TV-MA,40,"Crime, Drama, Thriller",7.4,8573
Out in the Dark,Movie,2012,Not Rated,96,"Crime, Drama, Romance",7.5,8553
Isi & Ossi,TV Show,2020,TV-MA,113,"Comedy, Romance",6.4,8553
Rurôni Kenshin: Sai shûshô - The Beginning,TV Show,2021,TV-MA,137,"Action, Adventure, Drama",7.4,8546
Adult Beginners,Movie,2014,R,92,"Action, Comedy, Drama",5.6,8540
Once Upon a Time in London,Unknown,2019,,111,"Crime, History",5.4,8537
RuPaul's Drag Race All Stars,TV Show,2012,TV-14,60,"Game-Show, Reality-TV",8.5,8533
Shaitan,Movie,2011,Not Rated,121,"Action, Crime, Drama",7.2,8532
Rocky Handsome,Movie,2016,Not Rated,119,"Action, Crime, Drama",6.8,8468
Tear Along the Dotted Line,TV Show,2021,TV-14,20,"Animation, Comedy, Drama",8.6,8453
Retribution,TV Show,2016,TV-MA,231,"Drama, Mystery, Thriller",7.0,8444
Untold: Malice at the Palace,TV Show,2021,TV-MA,68,"Documentary, Crime, Sport",7.5,8438
Love Per Square Foot,TV Show,2018,TV-14,133,"Comedy, Romance",7.2,8432
The Last Czars,TV Show,2019,TV-MA,45,"Documentary, Drama, History",7.3,8408
Vagabond,Unknown,2019,,60,"Action, Mystery, Thriller",8.1,8368
Running with the Devil,Movie,2019,R,100,"Crime, Drama, Thriller",5.4,8360
Back to the Outback,Movie,2021,PG,95,"Animation, Adventure, Comedy",6.5,8320
Sharknado 4: The 4th Awakens,TV Show,2016,TV-14,95,"Action, Adventure, Comedy",3.8,8319
Operation Varsity Blues,Movie,2021,R,100,"Documentary, Crime, Drama",6.9,8311
A Sun,Unknown,2019,,156,"Crime, Drama",7.6,8300
Bill Burr: I'm Sorry You Feel That Way,TV Show,2014,TV-MA,80,Comedy,8.2,8296
Skylines,Movie,2020,R,113,"Action, Adventure, Sci-Fi",4.7,8294
AJ and the Queen,TV Show,2020,TV-14,52,"Adventure, Comedy, Drama",7.5,8286
Stranger,TV Show,2017,TV-14,60,"Crime, Drama, Mystery",8.5,8283
Bad Day for the Cut,Movie,2017,Not Rated,99,"Action, Crime, Drama",6.5,8260
Small Crimes,TV Show,2017,TV-MA,95,"Crime, Drama, Thriller",5.8,8250
Clinical,Unknown,2017,,104,"Horror, Thriller",5.1,8222
Cem Yilmaz: Diamond Elite Platinum Plus,Unknown,2021,,94,Comedy,6.6,8216
Tales of the City,TV Show,2019,TV-MA,60,Drama,7.4,8161
Smoke & Mirrors,Unknown,2016,,123,"Biography, Thriller",6.8,8160
Blame!,TV Show,2017,TV-14,106,"Animation, Action, Drama",6.6,8138
Stand by Me Doraemon,TV Show,2014,TV-PG,95,"Animation, Comedy, Drama",7.3,8136
Pee-wee's Big Holiday,TV Show,2016,TV-PG,90,"Comedy, Family",6.1,8125
Sword Art Online the Movie: Ordinal Scale,TV Show,2017,TV-14,119,"Animation, Action, Adventure",7.3,8113
I'm No Longer Here,TV Show,2019,TV-MA,112,Drama,7.3,8099
Love Is Blind,TV Show,2020,TV-MA,48,"Game-Show, Reality-TV, Romance",6.1,8099
Serial (Bad) Weddings 2,Unknown,2019,,99,"Comedy, Drama",6.1,8088
High Score,TV Show,2020,TV-14,252,"Documentary, History",7.4,8048
Viceroy's House,Movie,2017,Not Rated,106,"Biography, Drama, History",6.7,8032
Tidelands,TV Show,2018,TV-MA,60,"Crime, Drama, Fantasy",6.8,8030
John Mulaney: Kid Gorgeous at Radio City,TV Show,2018,TV-MA,65,Comedy,7.9,8027
Big Bug,TV Show,2022,TV-MA,111,"Comedy, Sci-Fi",5.5,8020
Let's Be Evil,Movie,2016,Not Rated,82,"Horror, Reality-TV, Sci-Fi",4.3,7998
Unsolved: The Murders of Tupac and the Notorious B.I.G.,TV Show,2018,TV-MA,60,"Biography, Crime, Drama",7.8,7994
Long Shot,TV Show,2017,TV-14,40,"Documentary, Crime, Sport",7.4,7990
Pera Palas'ta Gece Yarisi,TV Show,2022,TV-14,45,"Drama, History, Mystery",7.1,7982
We Steal Secrets,Movie,2013,R,130,Documentary,6.9,7967
Rescued by Ruby,TV Show,2022,TV-G,90,"Biography, Drama, Family",7.1,7959
Gantz,TV Show,2004,TV-MA,22,"Animation, Action, Drama",7.2,7933
Sentinelle,TV Show,2021,TV-MA,80,"Action, Crime, Drama",4.7,7926
After Porn Ends,Movie,2012,Not Rated,94,Documentary,5.7,7923
Wilbur Wants to Kill Himself,Movie,2002,R,109,"Comedy, Drama, Romance",6.8,7890
One Strange Rock,TV Show,2018,TV-PG,47,Documentary,8.7,7886
Generation Iron,Movie,2013,PG-13,106,"Documentary, Drama, Sport",7.0,7886
Riphagen,Unknown,2016,,131,"Biography, Drama, War",7.1,7878
The Land of Steady Habits,TV Show,2018,TV-MA,98,"Comedy, Drama",6.2,7859
The Incredible Jessica James,TV Show,2017,TV-MA,85,Comedy,6.5,7844
Have a Good Trip,TV Show,2020,TV-MA,85,"Documentary, Comedy",6.8,7840
Welcome Home,Movie,2018,R,97,Thriller,5.2,7838
Órbita 9,TV Show,2017,TV-14,95,"Drama, Romance, Sci-Fi",5.9,7830
The Veil,Movie,2016,R,93,Horror,4.7,7820
Worst Roommate Ever,TV Show,2022,TV-MA,236,"Documentary, Crime, Drama",7.1,7812
The Neighbor,Movie,2016,Not Rated,87,"Crime, Horror, Thriller",5.8,7785
The White Helmets,TV Show,2016,TV-14,41,"Documentary, Short, War",7.5,7777
Drive,Movie,2019,Not Rated,147,"Action, Crime, Thriller",3.1,7763
The Debt Collector,Movie,2018,Not Rated,95,"Action, Comedy",5.8,7762
Quien a hierro mata,TV Show,2019,TV-MA,107,"Drama, Thriller",6.6,7759
Prey,TV Show,2021,TV-MA,87,"Adventure, Drama, Thriller",4.3,7747
The Great Father,Movie,2017,PG,151,"Action, Crime, Drama",6.9,7717
Flower of Evil,Unknown,2020,,70,"Crime, Mystery, Romance",8.7,7700
The Big Combo,Movie,1955,Not Rated,87,"Crime, Drama, Film-Noir",7.3,7696
Toy Boy,TV Show,2019,TV-MA,,"Action, Adventure, Crime",6.5,7671
The In Between,Movie,2022,PG-13,115,"Drama, Romance, Sci-Fi",5.9,7652
"Bikram: Yogi, Guru, Predator",TV Show,2019,TV-MA,86,"Documentary, Crime",6.7,7651
6 Below: Miracle on the Mountain,Movie,2017,PG-13,98,"Biography, Drama, Sport",5.7,7648
Dolly Kitty and Those Twinkling Stars,TV Show,2019,TV-MA,126,"Comedy, Drama",5.5,7626
Serious Men,Unknown,2020,,114,"Comedy, Drama",6.8,7625
Mr. Sunshine,TV Show,2018,TV-MA,80,"Action, Drama, History",8.7,7620
Tikli and Laxmi Bomb,Unknown,2017,,151,Drama,7.7,7617
Goblin Slayer,TV Show,2018,TV-MA,30,"Animation, Action, Adventure",7.5,7608
Wolf,Unknown,2018,,80,"Action, Thriller, War",8.0,7602
Bill Burr: You People Are All the Same.,TV Show,2012,TV-MA,69,Comedy,8.2,7600
Apollo 10½: A Space Age Childhood,Movie,2022,PG-13,97,"Animation, Adventure, Drama",7.3,7599
Carter,TV Show,2022,TV-MA,132,"Action, Thriller",5.1,7595
The Letter for the King,TV Show,2020,TV-PG,,"Action, Adventure, Family",5.9,7593
In from the Cold,TV Show,2022,TV-MA,42,"Action, Crime, Drama",6.2,7572
Pandora,Movie,2016,Not Rated,136,"Action, Drama, Thriller",6.6,7572
Decoupled,Unknown,2021,,30,"Comedy, Drama",7.9,7566
Crip Camp,Movie,2020,R,106,"Documentary, History",7.7,7558
Leyla Everlasting,TV Show,2020,TV-MA,112,Comedy,3.7,7551
Flavors of Youth,TV Show,2018,TV-PG,74,"Animation, Drama, Romance",6.6,7517
Conversations with a Killer: The John Wayne Gacy Tapes,TV Show,2022,TV-MA,183,"Documentary, Biography, Crime",7.1,7512
Turn Up Charlie,TV Show,2019,TV-MA,30,"Comedy, Music",7.0,7511
Bill Burr: Walk Your Way Out,TV Show,2017,TV-MA,77,Comedy,7.2,7500
Mascots,TV Show,2016,TV-MA,89,Comedy,5.8,7499
Fear City: New York vs the Mafia,TV Show,2020,TV-MA,156,"Documentary, Crime",7.1,7494
Yeh Kaali Kaali Ankhein,TV Show,2022,TV-MA,51,"Comedy, Crime, Mystery",7.0,7492
Get Me Roger Stone,TV Show,2017,TV-14,92,"Documentary, Biography",7.3,7466
Pretend It's a City,TV Show,2021,TV-14,203,"Documentary, Biography, Comedy",8.1,7460
The Pharmacist,TV Show,2020,TV-MA,217,"Documentary, Crime",7.7,7440
Particle Fever,Movie,2013,Not Rated,99,Documentary,7.4,7440
Jeopardy!,TV Show,1984,TV-G,30,Game-Show,8.3,7434
Cleveland Abduction,TV Show,2015,TV-14,88,"Biography, Crime, Drama",6.6,7425
Dark Tourist,TV Show,2018,TV-MA,40,Documentary,7.5,7418
Confessions of a Brazilian Call Girl,TV Show,2011,TV-MA,131,"Biography, Drama",6.1,7416
The Cuphead Show!,TV Show,2022,TV-Y7,12,"Animation, Short, Action",7.4,7414
Whitney,Movie,2018,R,120,"Documentary, Biography, Drama",7.3,7413
Colin in Black & White,TV Show,2021,TV-14,30,"Biography, Drama, Sport",5.7,7374
The Other Side of the Wind,Movie,2018,R,122,Drama,6.7,7370
Operation Avalanche,Movie,2016,R,94,"Comedy, Drama, Mystery",6.0,7357
The Disappearance of Haruhi Suzumiya,Movie,2010,Not Rated,162,"Animation, Drama, Family",8.0,7320
While You Were Sleeping,Unknown,2017,,30,"Comedy, Drama, Fantasy",8.3,7318
Hasan Minhaj: Homecoming King,TV Show,2017,TV-MA,73,Comedy,8.2,7306
Adventures in Zambezia,Movie,2012,G,83,"Animation, Adventure, Comedy",5.7,7297
Jimmy Savile: A British Horror Story,TV Show,2022,TV-MA,170,"Documentary, Biography, Crime",6.7,7292
Barry,Unknown,2016,,104,"Biography, Drama",5.9,7265
Nayattu,Unknown,2021,,124,"Crime, Thriller",8.1,7255
7 Prisoners,Movie,2021,R,93,"Crime, Drama",7.1,7244
Results,Movie,2015,R,105,"Comedy, Romance",5.4,7242
Fire Force,TV Show,2019,TV-14,23,"Animation, Action, Drama",7.6,7213
The Terror Live,Movie,2013,Not Rated,97,"Action, Crime, Thriller",7.1,7207
Welcome to Dongmakgol,Movie,2005,Not Rated,133,"Comedy, Drama, War",7.6,7195
At the Devil's Door,Movie,2014,Not Rated,91,Horror,4.7,7184
Homecoming: A Film by Beyoncé,TV Show,2019,TV-MA,137,"Documentary, Music",7.5,7168
Britney vs Spears,TV Show,2021,TV-MA,93,"Documentary, Biography, Music",6.4,7157
My Little Pony: The Movie,Movie,2017,PG,99,"Animation, Adventure, Comedy",6.0,7138
Dude,TV Show,2018,TV-MA,97,"Comedy, Drama",5.1,7134
Ali Wong: Baby Cobra,TV Show,2016,TV-MA,60,Comedy,7.5,7129
Grand Army,TV Show,2020,TV-MA,,Drama,7.5,7115
American Son,TV Show,2019,TV-MA,90,Drama,5.8,7112
Undefeated,Movie,2011,PG-13,113,"Documentary, Sport",7.7,7098
Being Elmo: A Puppeteer's Journey,Movie,2011,PG,80,Documentary,7.6,7086
Stuck Together,TV Show,2021,TV-MA,125,Comedy,6.3,7084
Chaman Bahaar,Unknown,2020,,111,"Comedy, Drama",7.0,7084
Shrew's Nest,Movie,2014,Not Rated,91,"Drama, Horror, Thriller",6.7,7080
Signal,Unknown,2016,,80,"Crime, Drama, Fantasy",8.5,7068
Tag,Unknown,2015,,85,"Action, Drama, Fantasy",6.1,7063
Challenger: The Final Flight,TV Show,2020,TV-14,179,"Documentary, History",7.8,7056
Mandela,Unknown,2021,,140,"Comedy, Drama",8.4,7055
Pariah,Movie,2011,R,86,Drama,7.2,7052
XOXO,TV Show,2016,TV-MA,92,"Drama, Music",5.3,7049
Love in the Villa,TV Show,2022,TV-14,114,"Comedy, Romance",5.3,7048
The Swarm,Unknown,2020,,101,"Drama, Fantasy, Horror",5.3,7043
Looking Glass,Movie,2018,R,103,"Mystery, Thriller",4.6,7037
Tamborine,TV Show,2018,TV-MA,98,Comedy,6.6,7036
Equinox,TV Show,2020,TV-MA,43,"Drama, Fantasy, Mystery",6.1,7027
The Circle,TV Show,2020,TV-MA,48,"Game-Show, Reality-TV",7.3,7026
Lady-Like,Movie,2017,R,82,"Comedy, Romance",5.2,7014
The Puppet Master: Hunting the Ultimate Conman,TV Show,2022,TV-MA,127,"Documentary, Crime",7.0,7000
Night in Paradise,TV Show,2020,TV-MA,131,"Action, Crime, Drama",6.7,6998
The Gruffalo,Movie,2009,Not Rated,27,"Animation, Family, Fantasy",7.5,6977
Blue Miracle,TV Show,2021,TV-PG,95,"Adventure, Biography, Drama",6.6,6955
Maximum Conviction,Movie,2012,R,98,"Action, Thriller",4.7,6953
Wedding Season,TV Show,2022,TV-PG,98,"Comedy, Romance",6.3,6947
On Becoming a God in Central Florida,TV Show,2019,TV-MA,46,Comedy,7.1,6938
Unknown Origins,TV Show,2020,TV-MA,96,"Action, Crime, Drama",6.1,6932
Toscana,TV Show,2022,TV-MA,90,"Drama, Romance",5.7,6917
Kiss the Ground,Unknown,2020,,84,Documentary,8.2,6883
Boss Wants a Happy Ending,Unknown,2014,,109,"Comedy, Romance",6.0,6883
LBJ,Movie,2016,R,98,"Biography, Drama, History",6.5,6872
Twenty Five Twenty One,TV Show,2022,TV-14,70,"Drama, Romance",8.6,6849
House of Bodies,Movie,2016,Not Rated,79,"Crime, Drama, Thriller",3.8,6847
A Christmas Prince: The Royal Baby,TV Show,2019,TV-PG,84,"Family, Romance",5.4,6844
Rolling Thunder Revue,TV Show,2019,TV-MA,142,"Documentary, Biography, History",7.6,6843
Little Things,TV Show,2016,TV-MA,16,"Comedy, Romance",8.2,6804
Paava Kadhaigal,Unknown,2020,,36,Drama,8.1,6790
The Saint,Movie,2017,Not Rated,91,"Action, Adventure, Crime",4.9,6786
Extracurricular,TV Show,2020,TV-MA,50,"Crime, Drama",7.6,6771
Expelled,Movie,2014,PG-13,85,Comedy,4.7,6765
Bad Vegan: Fame. Fraud. Fugitives.,TV Show,2022,TV-MA,209,"Documentary, Crime",5.9,6759
Avicii: True Stories,Movie,2017,Not Rated,97,"Documentary, Biography, Music",7.6,6734
Requiem,TV Show,2018,TV-MA,60,"Drama, Fantasy, Mystery",6.4,6717
The Most Hated Woman in America,TV Show,2017,TV-MA,91,"Biography, Drama, History",6.1,6715
Kapil Sharma: I'm Not Done Yet,Unknown,2022,,54,Comedy,6.7,6707
Down to Earth with Zac Efron,TV Show,2020,TV-PG,,"Documentary, History, Reality-TV",8.0,6690
Team Foxcatcher,TV Show,2016,TV-14,90,"Documentary, Biography, Crime",7.3,6688
Bhaag Beanie Bhaag,TV Show,2020,TV-MA,29,Comedy,4.2,6685
